word,etymology,pos,classification,definition,similar,opposite
panihoe,,,,"whistle, whistling (with lips)",,
pa-niktik,,,,to spy (on),,
pa-nimbang,,,,to adjust one's personality or ways to others; to be cautious or careful with others,,
pa-nimbang-an,,,,counterbalance,,
pa-nipis,,,,"to have a very close call (danger, death); to pass through a crowd or crowded area with great difficulty",,
panit,,,,"skin, flesh; to peel off, to skin",,
pa-nubli,,,,inheritance,,
pa-nuli,,,,to clean one's ears (of ear wax),,
pa-numdum,,,,"to ponder, think, concentrate",,
paon,,,,bait (for fishing); to put on bait,,
pa-pa,,,,to chew thoroughly,,
pa-palid,,,,"to winnow, separate the grain from the chaff in the wind",,
pa-puti,,,,"to whiten, make white",,
parakoe,,,,axe,,
paraw,,,,sailboat,,
pa-ripa,,,,to have a raffle,,
pa-sakit,,,,to cause/inflict suffering on,,
pa-sikat,,,,"to be a show-off, exhibit one's prowess conceitedly",,
pa-soso,,,,"to suckle, breastfeed",,
paspas,,,,"to hurry up, speed up, go faster; fast, quick, hurried; rash, too quick",,
pa-sugbo,,,,smelted (in another metal),,
pa-ta-as,,,,"let get taller, let grow",,
pa-tabas,,,,"to have tailor-made, bring to a tailor",,
pa-takae,,,,to have a sow serviced,,
pa-ta-likod,,,,to make someone turn around; to do behind one's back,,
pa-tawad,,,,to forgive,,
p-atay,,,,"kill (person, animal); put out, turn off (a light); corpse, dead person",,
patay-patay,,,,"""dead"", poor, slim, inadequate, lousy",,
pati,,,,"also, including, as wellas",,
patik,,,,"beat, rhythm, count (in music) drumstick",,
patis,,,,seasoning made from fish oils and salt,,
pa-tubo,,,,to let grow; lend with/on interest,,
pa-tueo,,,,to let trickle or drip,,
pa-tueog,,,,"to put to sleep, hypnotize",,
pa-tukar-on,,,,"steep, uphill",,
pa-udtoh-on,,,,gibbous (waning); 3rd quarter,,
pa-uli,,,,have (something) returned; ask to return,,
pa-utang,,,,"credit; lend money; give, extend credit",,
pawikan,,,,large sea turtle,,
paypay,,,,"to beckon to, call over by waving one's hands",,
pero,,,,"but, however",,
pihak,,,,the other side; half,,
pihak,,,,to cut into two equal parts; halve,,
pihak-an,,,,"uneven-sized, one is larger than the other",,
pikit,,,,tight; get tight(er) or more crowded,,
piko,,,,"mattock, hoe",,
pikpik,,,,pat with one's hand,,
pila,,,,"how much? [money], how many? [in quantity]",,
pilak,,,,silver; wealth,,
pilak-an,,,,"wealthy, well-to-do",,
pilang ka,,,,"some, a few",,
pili,,,,"to select, choose, pick out; to take out any bad or ruined grains from rice pile",,
pili-an,,,,leftovers (after others have taken the best),,
pili-li-an,,,,election(s); choosing,,
pilit,,,,"to glue, stick together, fasten with paste",,
pilit,,,,"glue, paste",,
pilit,,,,"to force, compel, insist on",,
pilo,,,,"fold, bend, crease; hem (of dress)",,
pintas,,,,"to treat cruelly, be brutal with",,
pisik,,,,"splatter, fly off in all directions",,
piso ~ pisos,,,,peso,,
pitak,,,,"granary, warehouse (for grain)",,
pitik,,,,a flick of one's finger; to flick with one's finger; a line (usually made by flicking a taut piece of string coated with ink or dye),,
pito,,,,seven,,
pito,,,,whistle (instrument blown),,
pito,,,,to blow a whistle,,
po-po,,,,"gather, harvest (fruits)",,
puas,,,,to become clear (said of weather); to become optimistic (after some dark days),,
puea,,,,become red or reddish,,
pueaw,,,,"stay up late at night, go to bed late",,
pueo,,,,handle of a bolo,,
pueo,,,,island,,
pueot,,,,"sticky sap, syrup",,
puga,,,,"to wring out, squeeze (to get out excess water)",,
pugad,,,,"nest; to nestle, be in the nest",,
pugar-an,,,,"nest, nesting place",,
pukan,,,,to cut down a tree,,
pukaw,,,,"to awaken, wake up (someone)",,
pukpuk,,,,"to pound, knock, bang",,
puling,,,,"to get something in one's eye, get blinded (with foreign elements in the eye)",,
punay,,,,type of dove,,
pungpung,,,,to bundle up; a bundle,,
puno,,,,"to lead, start out first",,
puno,,,,full; to fill up (as a bottle with liquid),,
puno,,,,"tree, trunk (of tree); base, bottom; beginning, start; leader, head",,
puno-an,,,,"leader, leadership",,
punta,,,,"point, end (top part)",,
puslit,,,,"to spurt, gush out",,
puso,,,,"banana flower, banana heart",,
pusod,,,,"navel, belly button",,
pus-on,,,,stomach area below the navel,,
puti,,,,to become white(r),,
puto,,,,rice bread,,
putoe,,,,"short, brief; trimmed, clipped; cut off, amputated; to shorten, clip off; amputate",,
putot,,,,"short, little, small, runt",,
putput,,,,to putt (make the sound of a slow engine),,
puyo,,,,mudfish,,
rami,,,,fibers woven into cloth (sn: Boehmeria nivea L.),,
rang,,,,my (serving in topic position),,
raya-raya,,,,stripe(s),,
rima,,,,breadfruit,,
ripa,,,,raffle; chance (on a raffle),,
ro,,,,"(marker for topic position on common nouns: ""the (topic)...""",,
sa,,,,"referent marker, used to illustrate locations, indirect objects, beneficiaries and agents in causative constructions; it is also used to indicate future time with any words stating time",,
sa idaeom,,,,underneath,,
sa lunes,,,,on Monday,,
sab-a,,,,"small round banana, good for cooking, Musa sapientum var. compressa",,
sabaw,,,,"juice; soup, broth",,
sab-it,,,,to hang up (on the wall),,
sabod,,,,to feed (fowl or poultry),,
sabong,,,,"cockfight, cockfighting",,
sabot,,,,pubic hair,,
sabsab,,,,"to lap up. drink (with tongue), said of animals",,
sabsab-an,,,,feeding trough,,
sabunot,,,,to pull hair when fighting,,
sabwag,,,,"to sow, to scatter (seeds); to broadcast seeds",,
saea,,,,"sin, error, mistake, wrongdoing; to err, make a mistake, do wrong",,
saeapang,,,,"spear, javelin",,
saeapid,,,,"to braid, entwine",,
saeod,,,,vessel used for gathering,,
saeod,,,,catch a dripping liquid like (coconut wine),,
saeog,,,,split bamboo stick (used for flooring); floor,,
saeong,,,,sap of tree,,
saeot,,,,evil; the work of the Devil. or evil spirits,,
sago,,,,"carrion, dead/decaying flesh or body",,
sago,,,,"ball of starch made from araro (arrow root), and used in desserts",,
sago,,,,"carrion, dead or decaying flesh or body",,
sag-ob,,,,"to fetch water, get water; bamboo container about two meters long used to fetch water (carried on shoulder)",,
saka,,,,"to climb up, go up (stairs, tree); get higher (prices)",,
sakay,,,,"ride (on), travel (on), get on (vehicle), mount (an animal)",,
sakit,,,,"illness, ailment, infirmity; to be hurt by, suffer from; to hurt (physically), cause pain",,
salidsid,,,,"to slice thinly, cut near or on the surface",,
sambit,,,,"to speak of, mention",,
sanda,,,,they,,
sang,,,,"""to my"", ""by my"" (ctr: sa akon nga)",,
sang,,,,"one, a (usually used with particle ""ka"")",,
sanga,,,,a branch; to branch off (river); produce branches (tree),,
sangay,,,,"namesake, person having the same first name",,
sangead,,,,to run aground (ship),,
sangga,,,,"base, platform; dish of water used to keep ants from getting into another container on that dish",,
sangit,,,,"to get entangled, get tangled up, delayed, get hung up",,
sangkap,,,,"tool, utensil; well-equipped, complete, having all that is needed",,
sang-kurot,,,,"little, few, a little bit, just a little",,
sangsang,,,,"be harsh on, be stern with",,
sapa,,,,"pond, small lake",,
sapa-sapa,,,,"pond, very small lake",,
sapa-sapa-an,,,,"overflooded in areas, covered with puddles, ponds",,
sapin,,,,shoes,,
sapsap,,,,"chip, piece of; to chip off, get a piece of",,
sapsap,,,,fish sp.,,
sapupo,,,,"to nurse back to health; revive, help (the sick)",,
sari-sari,,,,"assorted, varied, different; store",,
sasa,,,,nipa leaves (for roofing),,
sasa,,,,to derib nipa leaves,,
sawa,,,,snake (generic term),,
sawali,,,,woven bamboo,,
sawa-sawa,,,,"game where a group of people line up, hold on to the waist of the one in front of each, and follow the leader",,
saysay,,,,"to tell, relate, describe, narrate",,
si,,,,"topic marker for the name of a person or a pet, denoting the singular",,
siba,,,,"to devour, swallow (said of large animals, as a crocodile)",,
sibit,,,,to scratch or cut out (a sliver or thorn embedded),,
siga,,,,"sparkle, shine",,
siga,,,,"to sparkle, shine",,
sigang,,,,to make fish and vegetable soup,,
sigang,,,,soup made with fish and vegetables,,
sigay,,,,sea shell--used as toy by children or as gambling pieces by some gamblers,,
sikad,,,,to press/push with one's foot; brace oneself; to kick,,
sikat,,,,"popular, popularly accepted; ""cool"", ""groovy"", ""neat""",,
siko,,,,elbow,,
sikoe,,,,"to elbow, hit with elbow",,
siku,,,,"to elbow, hit with elbow",,
silak,,,,"sunshine, sunlight; to shine (of the sun)",,
silak-silak,,,,"to shine, radiate",,
sing,,,,(ctr: sa imo nga),,
singkamas,,,,tuber--yam bean (Pachyrrhizus erosus),,
singkit,,,,almondine (eyes),,
sipi,,,,"section, as of an orange or jackfruit",,
siping,,,,"extra digit, extra finger or toe",,
siping-on,,,,having an extra finger or toe,,
sipit,,,,large tongs (used for asjusting a fire); hairpin,,
sipit,,,,carry under one's arm,,
sipot,,,,"to consume totally, exhause, use up all; totally used up",,
sitsit,,,,"to hiss; call a person with ""pssst""",,
siyam,,,,nine,,
soso,,,,female breast,,
subli,,,,"to take another's place, replace, substitute for",,
subsub,,,,to be headed downwards; dip; fall headlong; have the front down,,
sudlay,,,,comb; to comb out,,
sudsud,,,,blade of plow,,
sueo,,,,torch; to use as a torch,,
suesue,,,,"to ignite, set on fire, kindle",,
sugbo,,,,"to immerse, dunk into liquid",,
sugod,,,,"bite, sting (said of insects)",,
suka,,,,"to vomit (out), throw up",,
suki,,,,regular customer; regular agent or dealer; to always do business with,,
sukot,,,,to collect debts,,
suksuk,,,,house lizard (small),,
sumpa,,,,"promise, oath, pledge, vow (in good connotation); curse (in bad connotation); to vow, swear, promise; to curse",,
sumpit,,,,"to jet out, splurt, squirt (out); blowgun",,
sumpong,,,,"to 'blow up', get/become hot-headed",,
sundang,,,,knife,,
sungay,,,,horn (of animals),,
sungit,,,,"serious, solemn, crabby, out of sorts",,
sungka,,,,"game played with stones or marbles, attempting to get all the pieces of one's opponent",,
sungo,,,,"""whisker"" of shrimps",,
sungsung,,,,"stopper, cork; to cork up, stop up, put a stopper in",,
suntok,,,,rap or hit with one's knuckles,,
suntok,,,,"to rap or hit with one's knuckles, especially on the head",,
supa,,,,"to munch on, chew thoroughly with the pupose of getting out the juice or the flavor",,
supot,,,,paper or cloth bag,,
suyod,,,,steel-spiked harrow; to harrow with this implement,,
ta,,,,"parenthetical expression occurring as ""ta"" when standing alone, or ""---t-a"" when joined to various discourse particles, as in ""pat-a, eot-a, mat-a""",,
taan,,,,fish net (across river),,
ta-as,,,,"become taller, grow taller; raise, elevate",,
taba,,,,"fat, stout, plump",,
tabak,,,,"swordlike beak (of a swordfish); long pin, hat pin",,
taban,,,,snatch with one's jaws (like a dog stealing food),,
tabang,,,,"to help, assist",,
tab-ang,,,,"fresh drinking water; insipid, flat, tasteless, flavorless",,
tab-ang,,,,"fresh drinking water; insipid, flat, tasteless",,
tabas,,,,"to cut into shape, tailor",,
tabas,,,,rags; clothing scraps,,
tabid,,,,"attach, join",,
tabog,,,,something used to shoo away (flies),,
tabog,,,,"to shoo, scare away",,
tabtab,,,,"to chop, cut (up)",,
ta-buli,,,,turn the rear to,,
tadtad,,,,"to hack, hit repeatedly with a blade",,
tadtar-an,,,,"chopping block, cutting board",,
taeaba,,,,oyster,,
taeom,,,,"sharp-edged, razor-sharp",,
taeon,,,,field; underdeveloped or overgrown land,,
taetae,,,,"to remove, take down",,
taga,,,,hook,,
taga,,,,to strike with a sharp object,,
taga-bukid,,,,"person from the mountains (derogatory, implying backwardness)",,
taga-li-og,,,,"""neck-deep"" (in troubles), be on edge, edgy",,
tagay,,,,to pour out (slowly),,
tag-b-ue-unga,,,,fruit-bearing season,,
tag-buhat,,,,"craftsman, creator",,
tag-ihi,,,,feel like urinating,,
tagi-puso-on,,,,heart,,
tagkos,,,,"binder, a piece of cloth wrapped around a painful part of the body, usually head or waist",,
tagok,,,,sap of tree,,
tagom,,,,medicinal tree,,
tahi,,,,"to sew (, )",,
tahop,,,,to sift,,
tai,,,,"stool, feces; to defecate",,
takae,,,,"boar, male pig; oversexed man, sex maniac",,
takang,,,,"to totter, half walk (said of baby only)",,
takaw,,,,"steal, take (without permission)",,
takba,,,,"to service, engage in intercourse (like animals, from behind rather than in front)",,
takos,,,,"to measure out, allot; mete out",,
ta-likod,,,,"to turn one's back to; turn one's back on, refuse help; give up",,
talinum,,,,an herb (sn: Talinum triangulare),,
talisay,,,,tree with edible nut (sn: Terminalia catappa L.),,
ta-liwan,,,,"to bypass, go by, pass by",,
tama,,,,"right, correct, enough; to hit directly, make a bullseye, hit straight on",,
tamad,,,,"to feel lazy, not feel like working; a lazy person",,
tamaraw,,,,species of wild carabao found only on Mindoro,,
tambae,,,,(medicine--coagulant),,
tambae,,,,to stop bleeding,,
tambak,,,,pile; to pile up (one on top of another); fill (hole),,
tambaw,,,,"be over one another, overlapping",,
tami,,,,"test food, taste (using one's finger)",,
tamilok,,,,large edible worm found in trees,,
taming,,,,shield,,
tamn-an,,,,field [for planting],,
tampoe,,,,medicinal leaf used as plaster,,
tamsak,,,,"to splash, splatter",,
tamsik,,,,"splash, splatter",,
tanangaw,,,,rice bug (damages rice by sucking the unripe grains),,
tan-aw,,,,"to see, look at",,
tanda,,,,"to mark; remember, commemorate",,
tanga,,,,"scatter-brained, absent-minded, foolish, gullible",,
tanga,,,,to look upward,,
tangag,,,,to elope with,,
tangead,,,,(lemon grass--used for seasoning) (sn: Andropogon citratus DC),,
tangigi,,,,"large, delicious fish",,
tangil,,,,shim (something used to level off an unbalanced table or chair that is wobbling),,
tangili,,,,(tree--mahogany),,
tangis,,,,"to cry, bawl (tears)",,
tangpa,,,,to pay tax for,,
taning,,,,limit (to life); predestination,,
tanom,,,,to plant,,
tanom,,,,"rice seedling, rice shoot",,
tao,,,,"""I don't know"" (particle expressing one's ignorance of some facts)",,
ta-on,,,,fish trap in river,,
tapa,,,,to dry out,,
tapa,,,,dried meat,,
tapah-an,,,,drying rack,,
tapay,,,,yeast,,
tapi,,,,"board, lumber",,
tapos,,,,"to finish, complete, end, come to a close",,
taranta,,,,"to be confused, nervous",,
tasik,,,,"brine, salty water",,
tatlo,,,,three,,
tatlo,,,,"to raise or lower to three, make three",,
tawad,,,,discount,,
tawag,,,,"to call (for), page",,
tawo,,,,"person, people; man",,
taya,,,,"a bet, wager; to bet, wager something",,
tiaw,,,,a delicious soft-boned fish,,
tibok,,,,"to beat, thump (said of the heart)",,
tigis,,,,to pour out,,
tig-pito,,,,"seven-by-seven, seven at a time",,
tigu-dwa,,,,"two by two, two at a time",,
tiktik,,,,"detective, spy, agent",,
tiktik,,,,"witch, evil spirit (in form of bird or human -- named after the sound it makes",,
timbang,,,,"to balance, compare weight; equate; partner, pair",,
timog,,,,the east wind,,
timon,,,,"rudder of a boat; to steer, man the helm",,
tin-aw,,,,to become clear or clean,,
tinga,,,,food particles caught between teeth,,
tinggil,,,,clitoris,,
tingko,,,,"clink, hit lightly against (as glasses carried in a tray)",,
t-in-uhog-an,,,,pierced ears (for earrings),,
tipon,,,,"to gather, collect, assemble (non-homogeneous things)",,
tipon-an,,,,place of assembly,,
titi,,,,"nipple, teat (childrens word)",,
tiyan,,,,"stomach, abdomen; womb",,
tiyan-an,,,,"having a large, curved stomach; fish with a big stomach",,
tuba,,,,"(shrub, nut--medicinal) (sn: Jatropha curcas L.)",,
tuba,,,,to cut down bananas,,
tubas,,,,"to end, finish off (harvesting)",,
tubo,,,,sugarcane,,
tubo,,,,"to grow, sprout, develop; increase; interest on loan, growth",,
tubod,,,,"flow out, gush, well up (said of liquids)",,
tuboe,,,,"hard, dry stool (feces)",,
tubor-an,,,,"spring, well",,
tueay,,,,a bridge,,
tueo,,,,"to drip, leak (of faucet, water)",,
tueog,,,,to be asleep; to sleep off/through,,
tueot,,,,"to permit, allow",,
t-ue-ubd-an,,,,"spout, place where water flows out",,
tugon,,,,"to order, request",,
tugot,,,,string of/for kite,,
tugot,,,,"to permit, allow",,
tuhod,,,,knee,,
tuhog,,,,"pierce, pass or cut through, penetrate",,
tukad,,,,to go out of town; to go uphill,,
tukob,,,,"to bite, nibble (said of fish)",,
tukon,,,,bamboo pole,,
tuktuk,,,,to chop continually; tenderize (meat) by pounding it with a blade,,
tuli,,,,ear wax; ear drainage,,
tuli,,,,circumcised,,
tuli,,,,to circumcise,,
tuman,,,,"obey, follow, oblige",,
tunaw,,,,"to melt, dissolve",,
tunay,,,,"pure, true, genuine, real, actual",,
tunga,,,,one half; middle,,
tunga,,,,to cut in half,,
tungaw,,,,"very, very small red insect",,
tungog,,,,tree with bark used as food coloring,,
tungtung,,,,stand on; upon; be on top (of); step on,,
tungtung-an,,,,"platform, stage",,
tuod,,,,stump of a tree,,
tupad,,,,to go or be side-by-side with,,
tupong,,,,"level, equal; enjoying/having the same privileges",,
tupong,,,,"to level, make equal",,
turista,sp,n,,tourist,,
tornilyo,sp,n,,screw,,
tornilyo,,rv3,,to screw (in),,
toro,sp,n,,bull (male cow),,
turo,,rv2,,"to teach (a subject), point out",,
turoadlaw,,n,,noon; high noon,troadlaw,
torumpo,sp,n,,"top, toy gyroscope",trumpo,
turos,,rv1,,"to squeeze, crush (with one's fingernails)",,
turos,,st3,vul,"to have had intercourse, ""got laid""",,
turpe,sp,adj,,"stupid, dull",,
torpido,eng,n,,torpedo,,
torsi,sp,rv1,,"to twist, turn",eubag,
tos,eng,rv2,,to toss up (a coin); to make a toast,,
tusik,,rv3,,to peck (at) (with beak),,
tusino,sp,n,,pork with saltpetre and sugar,,
tusino,,rv1,,to prepare pork with saltpetre and sugar,,
tusli,,rv1,vul,"to pull back the foreskin (of penis); to have intercouse, ""fuck""",,
tusli,,rv1,slg,"to fool, lie, ""pull one's leg""",,
tuslok,,rv1,,"to pierce, jab with (stick)",,
tusmog,,rv2,,to dip (briefly into a liquid),,
tuso,,adj,,"clever, shrewd, sneaky",,
tus-on,,rv2,,to carry on one's head,,
tustus,,rv3,,"to lower, let down, loosen",,
tutal,eng,n,,"total, amount, sum",,
tutal,sp,conj,,"well, anyway",suma,
toto,,n,,"""little boy"", ""butch"" (common term of address for a young boy)",,nene
tutom,,adj,,"thoughtful, sincere, streadfast, true to one's purpose",,
tutunlan,,n,,throat,,
tutot,,n,,toy trumpet,torutot,
tutoy,,rv1,,"to ""tsk"", click with tongue and teeth (as when calling a dog)",,
tuwad,,rv6,,"put one's rear end out to, bend over and stick one's buttocks toward",,
towalya,sp,n,,"towel, bath towel",,
tuwang,,rv2,,to carry on a pole between two people,,
tuwang,,rv3,,to help (someone) carry (something),,
tuwarog,,n,,a very tall person (over 6 feet),,
tuway,,n,,(clam--shell),,
tuyang,,cv,,"to procrastinate, delay, take time",,
tuya-tuya,,rv1,,"to ridicule, humiliate, scorn",,
tuyo,,n,,"purpose, aim, intention",,
tuyo,,rv1,,"to propose, aim (at), intend",,
tuyo,ch,n,,soy sauce,,
tuy-od,,rv6,,to tiptoe,,
tuyom,,n,,salt,asin,
tuyom,,rv3,,"to salt, put salt (on/in)",,
tuytuy,,rv1,,"to advise, guide, lead on",,
trabaho,sp,n,,"work, jop, occupation",obra,
trabaho,,rv1,,"to work at, be occupied with",,
trabisiya,sp,n,,"travail, encumberment, obstacle",,
trak,eng,n,,"truck, native bus",,
traktora,sp,n,,tractor,,
trambya,sp,n,,tram,,
transistor,eng,n,,"transistor, transistorized radio",,
trangka,sp,n,,"lock, board, bar",,
trangka,,rv3,,"to lock up, bar",,
trangkaso,sp,n,,"flu, influenza",,
trangkaso,,st4,,to get the flu; have the flu,,
trapo,sp,n,,"dust cloth, wiping cloth, cloth for cleaing, rag(s)",,
trapo,,rv3,,"to wipe up, wipe off (wet table)",,
trato,sp,rv3,,"to promise, contract, agree on",,
trato,,n,,"promise, agreement, contract",,
trayenta,sp,n,,thirty,,
trayskwer,eng,n,,try-square (carpenter's instrument),iskwala,
traysikol,eng,n,fe,tricycle (motorcycle with a sidecar operated as a cab in many parts of the Philippines),,
trianggula,sp,n,,(kite--triangle shaped),,
trianggulo,sp,n,,triangle (figure); triangular firecracker,,
tren,eng,n,,train,,
trening,eng,rv1,,"to undergo training, train",,
tres,sp,n,,three,,
trese,sp,n,,thirtneen,,
tresurer,eng,n,,treasurer,"tesorero, tatapmanggad",
troadlaw,,n,,"noon, high noon",,
trubinays,eng,n,,long-sleeved shirt,longslib,
trumpa,sp,n,,loudspeaker,,
trumpo,sp,n,,"top, toy gyroscope",,
trono,sp,n,,throne,,
tsa,ch,n,,tea,,
tsaliko,sp,n,,vest,,
tsans,eng,n,,"chance, risk",,
tsans,,rv5,,to take a chance; be a chance passenger (for an airplane ride),,
tsansa,sp,n,,"chance, risk",,
tsansing,,rv5,slg,to take advantage of a change to touch/kiss a girl,,
tsapa,sp,n,,"badge, gasket",sapa,
tsariti,eng,rv1,,"to take advantage of, ""take"", ""catch (in a mistake or bad deal)"", swindle",,
tsatsa,sp,n,,cha-cha (dance),,
tsek,eng,n,,check,tseki,
tsek,,rv1,,"to check on, look into; (in chess) to put the king into check or checkmate",,
tsek-ap,eng,rv1,,to check up (on),,
tseki,sp,n,,check,seki,
tsiko,sp,n,,"(fruit, tree) (sn: Achras zapota .)","sikoy, chico",
Tsina,sp,n,,China (country),,
tsens,eng,n,,change,,
tsip,eng,adj,,cheap; inexpensive,barato,
tsismis,sp,n,,gossip,,
tsismis,,rv1,,to gossip (about someone),,
tsismis,sp,rv2,,"to gossip (about something), talk about",,
tsit,eng,rv5,,to cheat,"tuead, daya",
tsitsaron,sp,n,,fried pork rind,sadsaron,
tsitsiriyas,sp,n,,groceries; miscellany,sitsiriyas,
tsokolate,sp,n,,chocolate,sikolati,
tsonggo,sp,n,,monkey,amo,
tsuper,sp,n,,"chauffeur, driver",,
twerka,sp,n,,nut (used with bolt),,
tyempo,sp,n,,"time, season; weather, climate",,
uang,,,,"to howl, cry, screech (about)",,
uban,,,,gray hair,,
uban-on,,,,"gray-haired, having gray hair",,
ubi,,,,purple yam (sn: Dioscorea alata),,
ubod,,,,"the inner white part of the trunk of banana, nipa or coconut palms; core, pith",,
ubos,,,,"gone, used up, exhausted, all out",,
udto,,,,about directly overhead (in the sky),,
uean,,,,rain; rain water; to rain,,
ueang,,,,river shrimp,,
ueat,,,,"scab, scar; miscolored skin (left by a wound); to heal, form a scar (said of a wound)",,
ueh-an,,,,"the head, top (of bed)",,
ueo,,,,head,,
ueod,,,,stomach worm(s),,
ueon,,,,"lie down, rest one's head on a pillow",,
ueot,,,,"interval, space, unit of space",,
ugali,,,,"custom, tradition; habit",,
ugam,,,,"coating or deposit on the tongue when one is sick, resulting in bad-tasting food or drink",,
ugat,,,,blood vein; tendon,,
ugbos,,,,young leaves or foliage; young frond (of fern),,
ugot,,,,be angry; get peeved,,
ugto,,,,"at the zenith, directly overhead; half moon (waxing or waning)",,
uhaw,,,,be thirsty,,
uhay,,,,stalk (of rice),,
uhong,,,,mushroom,,
uli,,,,"go home, return (to one's place, country)",,
uli,,,,"return, bring/give (something) back",,
ulihi,,,,"be late, tardy; behind; later on",,
uling,,,,charcoal; make charcoal out of,,
uling-on,,,,any wood or substance to be made into charcoal,,
uma,,,,parm; plantation; field(s),,
uman,,,,"next time; repetition; repeat, do again, do over",,
uman,,,,"next time; to repeat, do again, do over",,
umang,,,,hermit crab,,
umoe,,,,"press with one's palm, squeeze into small balls",,
um-um,,,,"suck on, dissolve in the mouth without swallowing, as is done to medicine or candy",,
una,,,,"first; go first, go ahead, precede",,
unat,,,,"stretch, straighten out; unbend, unkink",,
unga,,,,child; son/daughter; give birth (humans),,
ungae,,,,"cry out, scream",,
ungas,,,,"idiot, fool",,
unl-an,,,,"pillow, cushion",,
unod,,,,"meat, flesh, muscle",,
unos,,,,"be in motion; blow (wind), flow (water)",,
untay,,,,"to stretch, straighten out, extend",,
upa,,,,rice husk,,
upak,,,,"skin, peeling (of fruits, vegetables); rind; to peel, take off (the skin or peeling)",,
upaw,,,,fall out (said of hair),,
upaw,,,,to fall out (said of hair); to be flat broke,,
upong,,,,gather stalks of rice and bundle them together during the harvest,,
upos,,,,"consumed, used up; cigarette butt",,
usa,,,,deer,,
usok,,,,"pole (of a fence), fencepole",,
usok,,,,pole (of a fence),,
usok,,,,"pole (of a fence), fencepole",,
utak,,,,a blunted knife (used for weeding),,
utan,,,,vegetables,,
utang,,,,"debt; owe to, be indebted to",,
utas,,,,"slash, cut off (with a blade)",,
utog,,,,"erection (of penis); to erect, become sexually excited (penis)",,
utog,,,,"erection of penis; to erect, be sexually excited (penis)",,
utog,,,,be/get sexually excited,,
utok,,,,brain,,
utok it bulinaw,,,,"dull, stupid, brainless",,
utot,,,,"flatulence, bad air, fart",,
utot,,,,flatulence; let some gas,,
uwak,,,,crow,,
uway,,,,rattan,,
wa,,neg,,"""none"", ""no"", ""nothing""",,
waea,,n,,left (opposite of right),silya,tuo
waea,,st3,,"disappear, become nothing; run out of",,
waea,,st5,,"to be left without, suffer the loss of",,
waeas,,rv6,,"to move back and forth, toss and turn (as in one's sleep)",,
waeo,,n,,eight,,
waeo,,rv1,,"to make into eight, raise or lower to eight",,
waewae,,adj,,"baggy, saggin, (said of clothing that is too large)",,
wagas,,adj,,tattered; diplapidated,,
wagwag,,rv1,,to break into pices,,
wagwag,,st3,,to drop (off) due to loose packing or poor tying up,,
wagwag,,n,,(rice--traditional variety),,
wahing,,rv1,,to push aside (rudely),,
wahwah,,rv3,,to strip (off) (clothing),,
wahwah,,st3,,to get torn; to slip off,,
wakae,,rv2,,"to talk without meaning or purpose, prattle, prate",,
wakat,,n,,(the roots of mangrove trees),,
wakog,,rv6,,"to look proud or contemptuous, be erect with pride or disgust",wangot,
wakwak,,n,sup,large bat-like creature (believed to be a witch's messenger),,
walak-walak,,rv6,,to move arrogantly,warak-warak,
walastik,tag,intj,expr,"""cool"", ""crazy"", ""wow"", ""groovy"" (teenage expression of surprise or delight)",,
waldas,tag,adj,,spendthrift,gastador,
wali,,rv3,,"to avise, counsel",,
walig,,n,,"(very young, immature coconut)",ealig,
walik,,rv1,,"to push aside (rudely, bruskly)",waslik,
waling,,rv1,,"to push aside, make way; make room, clear obstacle(s)",,
waling-waling,,n,,(orchid),,
wal-it,,st2,,to have money,,
walog-walog,,rv7,,"to wobble, quaver",,
wangi,,rv1,,to break fruit off the stem,eungi,
wangot,,rv3,,to have a sarcastic air; have a proud or sarcastic look on one's face,,
wangot,,n,,a sarcastic or proud look,,
wangwang,,adj,,"messy, disarranged (hair)",,
wantid,eng,adj,,"wanted; popular, famouse",,
wantid,,rv1,,"to want, crave; popularize",,
waoe,,adj,,"hard, difficult",,
warak-warak,,rv6,,to move in an arrogant manner,walak-walak,
warang,,rv6,,"to roam (around), wander",,
Waray,,n,,the Waray region of the Visayas (Samar-Leyte),,
warik,,rv1,idm,"to embezzle (steal by padding payrolls, diverting funds, etc.)",,
warning,eng,rv4,,"to warn, advise (of danger)",pabat-oe,
warog,,n,,a very tall person,tuwarog,
was-ag,,adj,,"scattered, spread about",,
wasak,,rv1,,to break open and scatter,,
wasak,,st3,,"cracked, splilt open (and with the contents out), shattered",,
wasay,,rv1,,chop with an axe,,
wasay,,n,,axe,,
wasdak,,st3,,"to get scattered, spilled, thrown about",,
wasi,,rv1,,"to lose, misplace; to get misplaced",,
wasik,,st3,,"to be lost, get misplaced",wasi,
wasing,,n,,helper or worker (on a jeep or truck),,
wasir,eng,n,,washer (as used in faucets or plumbing),,
waslik,,rv1,,"to push aside brusquely, brush aside",,
waswas,,rv3,,"shake (off), rid something of dirt",,
waswas,,n,slg,wife,,
watay,,rv1,,to scatter or spread carelessly,"kalhit, wigit",
waterbayasin,eng,n,,water hyacinth (sn: Eichornia crassipes),,
waterhiter,eng,n,,water heater,,
waterlili,eng,n,,"(any one of several types of water flowers: waterlily, water lotus, water hyacinth) (sn: Nelumbium nelumbo/Nymphaea nouchali)",,
wati,,n,,(tree),,
watid,,n,,"wanderer, vagabond, bum",,
